"user_id","name","email","department","role","joining_date","employee_id","access_level","status","last_login","created_transactions","approval_limit"
"USR000034","Sunita Mehta","sunita.mehta@company.com","Procurement","Executive","2020-11-16","EMP089312",1,"Active","2025-02-16T19:43:06.777Z",46,645223
"USR000035","Dinesh Joshi","dinesh.joshi@company.com","Production","Executive","2020-10-12","EMP379588",1,"Inactive","2025-02-13T18:56:39.298Z",758,36966
"USR000036","Vihaan Patel","vihaan.patel@company.com","Finance","Controller","2020-02-23","EMP678319",4,"Active","2025-02-17T14:43:08.756Z",727,573271
"USR000037","Sunita Patel","sunita.patel@company.com","Sales","Business Developer","2016-04-07","EMP063521",4,"Active","2025-02-10T02:46:16.184Z",326,829721
"USR000038","Riya Kapoor","riya.kapoor@company.com","Production","Executive","2024-08-26","EMP351130",2,"Active","2025-02-11T14:44:42.766Z",199,634798
"USR000039","Sunita Sharma","sunita.sharma@company.com","Marketing","Executive","2023-05-20","EMP676013",1,"Active","2025-02-10T21:57:53.385Z",187,90196
"USR000040","Aarav Shah","aarav.shah@company.com","Finance","Accountant","2020-11-02","EMP855564",4,"Active","2025-02-11T23:57:01.645Z",290,277896
"USR000041","Reyansh Patel","reyansh.patel@company.com","HR","HR Executive","2018-02-12","EMP936921",3,"Active","2025-02-18T12:28:30.424Z",252,785605
"USR000042","Ramesh Gupta","ramesh.gupta@company.com","Operations","Executive","2021-10-14","EMP259859",3,"Active","2025-02-11T15:34:03.126Z",380,517621
"USR000043","Deepika Kumar","deepika.kumar@company.com","IT","Executive","2023-05-29","EMP084935",4,"Active","2025-02-11T01:18:17.577Z",983,575338
"USR000044","Diya Singh","diya.singh@company.com","Sales","Sales Manager","2023-03-17","EMP501944",2,"Active","2025-02-17T18:21:30.870Z",235,79532
"USR000045","Aanya Reddy","aanya.reddy@company.com","Procurement","Executive","2024-01-23","EMP429696",3,"Active","2025-02-16T02:21:05.864Z",629,739083
"USR000046","Sunita Sharma","sunita.sharma@company.com","Marketing","Executive","2024-08-25","EMP871584",2,"Active","2025-02-11T04:30:40.778Z",275,642444
"USR000047","Aanya Singh","aanya.singh@company.com","Production","Executive","2024-11-12","EMP791804",3,"Active","2025-02-14T12:57:38.802Z",751,706228
"USR000048","Riya Sharma","riya.sharma@company.com","Sales","Sales Manager","2020-10-24","EMP788174",2,"Active","2025-02-17T08:19:29.146Z",661,967584
"USR000049","Dinesh Chopra","dinesh.chopra@company.com","Finance","Financial Analyst","2020-06-17","EMP054973",4,"Active","2025-02-18T22:14:06.156Z",812,412842
"USR000050","Deepika Kumar","deepika.kumar@company.com","Production","Executive","2015-05-25","EMP083086",4,"Active","2025-02-11T10:08:25.192Z",98,207762
"USR000051","Arjun Sharma","arjun.sharma@company.com","Procurement","Executive","2018-02-23","EMP761735",2,"Active","2025-02-19T06:56:25.437Z",598,569337
"USR000052","Priya Reddy","priya.reddy@company.com","HR","Recruiter","2016-07-04","EMP865494",2,"Active","2025-02-12T17:35:41.306Z",870,600325
"USR000053","Rajesh Verma","rajesh.verma@company.com","Production","Executive","2023-11-04","EMP152708",1,"Active","2025-02-16T11:23:51.215Z",720,314336
"USR000054","Reyansh Kapoor","reyansh.kapoor@company.com","Sales","Business Developer","2018-09-05","EMP326297",3,"Inactive","2025-02-11T15:53:33.630Z",205,496464
"USR000055","Advait Bansal","advait.bansal@company.com","Procurement","Executive","2024-03-28","EMP474635",3,"Active","2025-02-13T05:14:09.361Z",363,101410
"USR000056","Aanya Patel","aanya.patel@company.com","Production","Executive","2015-10-07","EMP942128",4,"Active","2025-02-14T12:33:56.471Z",918,455965
"USR000057","Reyansh Joshi","reyansh.joshi@company.com","Admin","Executive","2024-03-23","EMP756695",2,"Active","2025-02-19T01:04:12.605Z",119,608295
"USR000058","Arjun Chopra","arjun.chopra@company.com","Sales","Sales Executive","2017-04-24","EMP298596",4,"Active","2025-02-11T21:34:36.373Z",679,933730
"USR000059","Dinesh Shah","dinesh.shah@company.com","Procurement","Executive","2017-12-02","EMP034985",4,"Active","2025-02-16T11:41:02.510Z",521,724562
"USR000060","Suresh Sharma","suresh.sharma@company.com","IT","Executive","2017-11-29","EMP376393",2,"Active","2025-02-12T18:58:54.977Z",846,322998
"USR000061","Dinesh Chopra","dinesh.chopra@company.com","R&D","Executive","2018-01-23","EMP608313",2,"Active","2025-02-12T14:02:17.899Z",276,620694
"USR000062","Ishita Singh","ishita.singh@company.com","IT","Executive","2015-11-02","EMP705264",2,"Inactive","2025-02-13T19:10:18.510Z",450,5409
"USR000063","Dinesh Sharma","dinesh.sharma@company.com","Sales","Sales Manager","2017-01-29","EMP011573",4,"Inactive","2025-02-16T09:28:14.027Z",55,868791
"USR000064","Arjun Bansal","arjun.bansal@company.com","Admin","Executive","2018-04-14","EMP098011",3,"Active","2025-02-11T09:25:17.411Z",260,243912
"USR000065","Anita Joshi","anita.joshi@company.com","Production","Executive","2017-03-24","EMP076623",3,"Inactive","2025-02-19T04:38:33.772Z",774,146761
"USR000066","Aanya Malhotra","aanya.malhotra@company.com","R&D","Executive","2020-10-06","EMP179443",4,"Active","2025-02-11T05:59:43.133Z",845,502609
"USR000067","Sunita Kapoor","sunita.kapoor@company.com","Operations","Executive","2019-02-02","EMP788857",2,"Active","2025-02-18T08:01:50.273Z",668,572212
"USR000068","Sunita Sharma","sunita.sharma@company.com","Sales","Sales Executive","2022-05-16","EMP554598",1,"Active","2025-02-19T09:35:46.396Z",231,89352
"USR000069","Ishita Shah","ishita.shah@company.com","R&D","Executive","2015-12-01","EMP008489",4,"Active","2025-02-12T18:22:46.276Z",672,43096
"USR000070","Mukesh Kapoor","mukesh.kapoor@company.com","Finance","Accountant","2016-04-25","EMP346562",3,"Inactive","2025-02-19T11:47:45.869Z",785,325344
"USR000071","Anita Mehta","anita.mehta@company.com","HR","HR Executive","2018-03-17","EMP112051",1,"Active","2025-02-13T13:26:01.567Z",989,864745
"USR000072","Diya Chopra","diya.chopra@company.com","IT","Executive","2022-02-23","EMP359134",3,"Active","2025-02-10T16:59:03.912Z",244,502670
"USR000073","Aarav Bansal","aarav.bansal@company.com","Operations","Executive","2022-12-17","EMP701254",3,"Active","2025-02-17T08:12:55.064Z",690,89103
"USR000074","Ramesh Chopra","ramesh.chopra@company.com","R&D","Executive","2020-08-27","EMP456174",4,"Active","2025-02-12T06:11:44.096Z",945,86624
"USR000075","Ramesh Joshi","ramesh.joshi@company.com","Admin","Executive","2020-05-23","EMP659306",1,"Active","2025-02-13T19:26:06.155Z",248,814849
"USR000076","Arjun Agarwal","arjun.agarwal@company.com","R&D","Executive","2022-03-27","EMP616537",2,"Active","2025-02-18T21:03:15.138Z",414,526896
"USR000077","Riya Verma","riya.verma@company.com","Marketing","Executive","2018-08-24","EMP561339",2,"Inactive","2025-02-17T12:11:28.446Z",683,482318
"USR000078","Kavita Verma","kavita.verma@company.com","IT","Executive","2015-08-03","EMP363085",3,"Active","2025-02-10T05:17:21.984Z",969,48403
"USR000079","Vihaan Patel","vihaan.patel@company.com","Marketing","Executive","2023-04-08","EMP258202",1,"Active","2025-02-16T04:17:20.039Z",515,847772
"USR000080","Ishita Kumar","ishita.kumar@company.com","R&D","Executive","2016-03-13","EMP740886",2,"Active","2025-02-18T02:07:11.080Z",887,782528
"USR000081","Kavita Gupta","kavita.gupta@company.com","Sales","Business Developer","2015-11-20","EMP180060",3,"Active","2025-02-10T18:30:01.650Z",351,699493
"USR000082","Vihaan Gupta","vihaan.gupta@company.com","R&D","Executive","2016-07-01","EMP982415",2,"Active","2025-02-10T12:39:24.392Z",337,707703
"USR000083","Priya Sharma","priya.sharma@company.com","Operations","Executive","2024-11-20","EMP458305",4,"Inactive","2025-02-17T00:13:10.434Z",975,644253
"USR000084","Aarav Singh","aarav.singh@company.com","Operations","Executive","2015-12-12","EMP122665",2,"Active","2025-02-14T21:13:35.797Z",874,436154
"USR000085","Suresh Agarwal","suresh.agarwal@company.com","HR","HR Executive","2024-10-25","EMP395261",1,"Active","2025-02-12T15:43:52.300Z",414,232684
"USR000086","Dinesh Chopra","dinesh.chopra@company.com","Procurement","Executive","2016-02-09","EMP408006",2,"Active","2025-02-12T04:03:04.129Z",224,974262
"USR000087","Ramesh Verma","ramesh.verma@company.com","Production","Executive","2016-01-26","EMP783302",3,"Active","2025-02-19T11:33:30.696Z",22,122087
"USR000088","Riya Kumar","riya.kumar@company.com","Finance","Controller","2016-08-24","EMP097933",4,"Active","2025-02-10T17:27:01.666Z",853,500007
"USR000089","Sunita Verma","sunita.verma@company.com","IT","Executive","2022-10-02","EMP189855",1,"Active","2025-02-14T17:39:36.500Z",101,992323
"USR000090","Priyanka Kumar","priyanka.kumar@company.com","IT","Executive","2015-07-06","EMP409028",3,"Active","2025-02-12T20:12:43.760Z",787,120987
"USR000091","Ramesh Joshi","ramesh.joshi@company.com","Procurement","Executive","2017-03-12","EMP766699",1,"Active","2025-02-13T08:20:25.992Z",63,916645
"USR000092","Ishita Reddy","ishita.reddy@company.com","Admin","Executive","2017-06-23","EMP940527",4,"Active","2025-02-16T16:46:05.051Z",973,765297
"USR000093","Priyanka Agarwal","priyanka.agarwal@company.com","Finance","Controller","2015-05-10","EMP866385",1,"Active","2025-02-11T17:47:57.299Z",653,911696
"USR000094","Ramesh Mehta","ramesh.mehta@company.com","Marketing","Executive","2015-03-17","EMP921187",1,"Active","2025-02-14T20:54:16.014Z",767,443541
"USR000095","Suresh Chopra","suresh.chopra@company.com","Finance","Financial Analyst","2022-11-04","EMP918421",1,"Active","2025-02-19T01:08:35.716Z",560,231623
"USR000096","Priya Verma","priya.verma@company.com","Finance","Financial Analyst","2019-12-27","EMP192321",4,"Active","2025-02-11T21:38:12.692Z",245,426297
"USR000097","Anita Kapoor","anita.kapoor@company.com","Marketing","Executive","2020-07-30","EMP469865",4,"Active","2025-02-11T14:46:05.434Z",421,350960
"USR000098","Ishita Patel","ishita.patel@company.com","R&D","Executive","2023-02-06","EMP512395",2,"Active","2025-02-14T12:01:57.362Z",329,487788
"USR000099","Rajesh Patel","rajesh.patel@company.com","Procurement","Executive","2017-07-17","EMP088271",2,"Active","2025-02-13T12:24:40.321Z",701,273457
"USR000100","Dinesh Bansal","dinesh.bansal@company.com","Sales","Business Developer","2023-06-28","EMP495219",3,"Active","2025-02-19T07:59:48.277Z",64,890820
"USR000101","Kavita Reddy","kavita.reddy@company.com","Finance","Controller","2020-07-21","EMP554104",4,"Inactive","2025-02-10T16:42:43.363Z",143,688220
"USR000102","Dinesh Mehta","dinesh.mehta@company.com","Sales","Sales Manager","2020-06-09","EMP785624",3,"Active","2025-02-19T14:26:04.091Z",53,215283
"USR000103","Rajesh Singh","rajesh.singh@company.com","Finance","Controller","2019-02-02","EMP030193",3,"Active","2025-02-19T03:47:20.935Z",905,302330
"USR000104","Mukesh Singh","mukesh.singh@company.com","Operations","Executive","2016-05-10","EMP798761",4,"Active","2025-02-12T01:37:51.440Z",659,426336
"USR000105","Arjun Shah","arjun.shah@company.com","Marketing","Executive","2017-01-03","EMP459520",2,"Active","2025-02-14T23:34:27.927Z",444,912212
"USR000106","Kavita Verma","kavita.verma@company.com","Admin","Executive","2020-10-22","EMP018338",3,"Inactive","2025-02-11T15:41:20.813Z",544,311373
"USR000107","Vihaan Gupta","vihaan.gupta@company.com","Sales","Business Developer","2016-03-02","EMP903704",4,"Active","2025-02-18T22:20:46.870Z",446,16217
"USR000108","Aarav Chopra","aarav.chopra@company.com","Admin","Executive","2023-04-05","EMP831616",1,"Active","2025-02-10T21:23:27.821Z",930,273059
"USR000109","Reyansh Joshi","reyansh.joshi@company.com","HR","HR Executive","2017-12-22","EMP177429",4,"Active","2025-02-17T04:18:54.820Z",373,119444
"USR000110","Diya Patel","diya.patel@company.com","Admin","Executive","2021-07-27","EMP570670",2,"Active","2025-02-19T03:37:02.008Z",542,661726
"USR000111","Arjun Mehta","arjun.mehta@company.com","IT","Executive","2016-10-06","EMP319463",1,"Active","2025-02-18T19:43:12.733Z",412,260248
"USR000112","Priya Malhotra","priya.malhotra@company.com","Admin","Executive","2021-04-24","EMP697332",3,"Active","2025-02-09T22:25:58.326Z",189,381253
"USR000113","Suresh Agarwal","suresh.agarwal@company.com","Production","Executive","2020-01-09","EMP107285",1,"Active","2025-02-15T23:58:14.146Z",334,430191
"USR000114","Anita Malhotra","anita.malhotra@company.com","Operations","Executive","2020-10-25","EMP825877",1,"Active","2025-02-16T19:17:15.804Z",969,662876
"USR000115","Dinesh Kapoor","dinesh.kapoor@company.com","Marketing","Executive","2019-12-04","EMP146524",4,"Active","2025-02-16T13:13:01.537Z",480,442173
"USR000116","Anita Verma","anita.verma@company.com","IT","Executive","2020-12-07","EMP344357",2,"Active","2025-02-12T20:19:04.750Z",181,69266
"USR000117","Dinesh Singh","dinesh.singh@company.com","Marketing","Executive","2020-02-08","EMP481496",3,"Active","2025-02-13T21:46:42.595Z",261,831792
"USR000118","Advait Malhotra","advait.malhotra@company.com","Finance","Financial Analyst","2017-04-25","EMP164357",2,"Active","2025-02-19T14:09:24.082Z",439,771468
"USR000119","Dinesh Gupta","dinesh.gupta@company.com","Operations","Executive","2022-06-15","EMP515154",1,"Active","2025-02-10T23:32:37.051Z",920,985396
"USR000120","Sunita Singh","sunita.singh@company.com","Operations","Executive","2022-05-13","EMP298535",3,"Active","2025-02-11T23:29:58.486Z",26,368427
"USR000121","Sunita Joshi","sunita.joshi@company.com","Operations","Executive","2023-01-20","EMP849455",4,"Active","2025-02-13T15:26:43.284Z",466,604933
"USR000122","Riya Verma","riya.verma@company.com","Production","Executive","2024-03-30","EMP141221",3,"Active","2025-02-16T23:26:07.929Z",954,161886
"USR000123","Sunita Reddy","sunita.reddy@company.com","Operations","Executive","2016-05-07","EMP958573",3,"Active","2025-02-16T19:47:53.601Z",29,727903
"USR000124","Kavita Shah","kavita.shah@company.com","Sales","Sales Executive","2015-02-19","EMP411240",1,"Active","2025-02-18T00:30:36.544Z",905,491568
"USR000125","Dinesh Patel","dinesh.patel@company.com","Operations","Executive","2018-12-06","EMP942512",3,"Active","2025-02-12T14:46:39.846Z",909,554789
"USR000126","Vihaan Kapoor","vihaan.kapoor@company.com","Procurement","Executive","2019-06-05","EMP778561",1,"Active","2025-02-10T23:11:25.603Z",51,927930
"USR000127","Anita Reddy","anita.reddy@company.com","HR","Recruiter","2017-02-05","EMP533421",3,"Active","2025-02-13T23:52:14.802Z",52,382760
"USR000128","Priyanka Joshi","priyanka.joshi@company.com","Admin","Executive","2024-07-25","EMP385387",2,"Active","2025-02-17T11:17:30.389Z",778,574960
"USR000129","Kavita Patel","kavita.patel@company.com","Marketing","Executive","2022-11-18","EMP066518",2,"Inactive","2025-02-12T14:45:24.428Z",234,541539
"USR000130","Kavita Agarwal","kavita.agarwal@company.com","R&D","Executive","2018-10-12","EMP919955",2,"Active","2025-02-13T10:43:04.141Z",169,967817
"USR000131","Arjun Kapoor","arjun.kapoor@company.com","Procurement","Executive","2024-06-29","EMP366150",4,"Active","2025-02-15T20:47:47.377Z",686,639961
"USR000132","Anita Patel","anita.patel@company.com","Finance","Controller","2015-03-26","EMP883759",1,"Active","2025-02-15T11:27:06.070Z",599,678935
"USR000133","Mukesh Singh","mukesh.singh@company.com","HR","HR Executive","2016-12-14","EMP158612",1,"Inactive","2025-02-14T17:50:36.735Z",439,300492
"USR000134","Diya Verma","diya.verma@company.com","Operations","Executive","2018-08-06","EMP079852",1,"Active","2025-02-11T02:01:04.476Z",641,797464
"USR000135","Sunita Chopra","sunita.chopra@company.com","Operations","Executive","2022-06-06","EMP050089",2,"Active","2025-02-18T13:04:43.543Z",810,548013
"USR000136","Advait Kumar","advait.kumar@company.com","Sales","Business Developer","2016-07-30","EMP001470",4,"Active","2025-02-13T13:46:36.642Z",642,391179
"USR000137","Diya Chopra","diya.chopra@company.com","Admin","Executive","2020-02-14","EMP297250",3,"Inactive","2025-02-16T00:50:16.745Z",396,848341
"USR000138","Priya Reddy","priya.reddy@company.com","HR","HR Executive","2019-03-04","EMP539437",4,"Active","2025-02-18T02:20:14.922Z",420,463
"USR000139","Aanya Gupta","aanya.gupta@company.com","Marketing","Executive","2023-12-20","EMP740983",1,"Active","2025-02-18T17:12:29.255Z",226,591417
"USR000140","Diya Shah","diya.shah@company.com","Procurement","Executive","2017-11-25","EMP231529",1,"Active","2025-02-17T04:45:27.596Z",241,759898
"USR000141","Advait Chopra","advait.chopra@company.com","Operations","Executive","2022-06-29","EMP835120",4,"Active","2025-02-18T07:52:04.725Z",152,364101
"USR000142","Ishita Reddy","ishita.reddy@company.com","Finance","Financial Analyst","2021-01-04","EMP085523",3,"Active","2025-02-11T23:10:24.787Z",721,848112
"USR000143","Aarav Bansal","aarav.bansal@company.com","Production","Executive","2016-01-09","EMP509410",4,"Active","2025-02-16T20:49:45.377Z",855,677605
"USR000144","Mukesh Shah","mukesh.shah@company.com","Admin","Executive","2017-05-04","EMP294529",3,"Active","2025-02-17T14:33:31.368Z",302,620820
"USR000145","Ramesh Joshi","ramesh.joshi@company.com","Admin","Executive","2020-01-11","EMP748353",3,"Active","2025-02-16T23:03:10.656Z",147,811498
"USR000146","Aanya Kumar","aanya.kumar@company.com","IT","Executive","2018-10-31","EMP854256",4,"Inactive","2025-02-12T20:09:15.146Z",688,927111
"USR000147","Diya Patel","diya.patel@company.com","Admin","Executive","2025-02-15","EMP548730",4,"Active","2025-02-10T22:42:03.340Z",809,33751
"USR000148","Vihaan Singh","vihaan.singh@company.com","Sales","Sales Executive","2023-08-14","EMP116657",2,"Active","2025-02-13T20:43:00.988Z",749,853652
"USR000149","Rajesh Malhotra","rajesh.malhotra@company.com","Production","Executive","2016-04-04","EMP432565",2,"Active","2025-02-17T22:11:08.302Z",373,698153
"USR000150","Diya Singh","diya.singh@company.com","Admin","Executive","2024-03-01","EMP556183",3,"Active","2025-02-15T19:32:02.855Z",665,628057
"USR000151","Anita Joshi","anita.joshi@company.com","Production","Executive","2022-07-16","EMP852292",2,"Active","2025-02-17T04:20:24.837Z",743,975979
"USR000152","Anita Verma","anita.verma@company.com","Marketing","Executive","2015-09-17","EMP012509",1,"Active","2025-02-13T11:02:30.365Z",773,378880
"USR000153","Vihaan Gupta","vihaan.gupta@company.com","HR","Recruiter","2024-05-14","EMP058008",3,"Active","2025-02-12T04:57:57.840Z",971,97898
"USR000154","Diya Joshi","diya.joshi@company.com","Procurement","Executive","2015-11-03","EMP970856",3,"Active","2025-02-12T11:06:07.971Z",670,810071
"USR000155","Reyansh Agarwal","reyansh.agarwal@company.com","Finance","Controller","2021-07-12","EMP614056",1,"Active","2025-02-16T22:04:42.738Z",650,898078
"USR000156","Priya Sharma","priya.sharma@company.com","R&D","Executive","2021-02-26","EMP820284",1,"Active","2025-02-12T00:10:03.108Z",940,89157
"USR000157","Priya Gupta","priya.gupta@company.com","HR","HR Manager","2017-01-12","EMP770771",4,"Active","2025-02-13T07:53:05.141Z",375,408393
"USR000158","Anita Shah","anita.shah@company.com","HR","Recruiter","2023-11-06","EMP620735",1,"Active","2025-02-13T07:40:04.428Z",587,415952
"USR000159","Anita Kapoor","anita.kapoor@company.com","Operations","Executive","2020-10-15","EMP069989",2,"Active","2025-02-09T22:21:00.021Z",69,350498
"USR000160","Deepika Verma","deepika.verma@company.com","Finance","Controller","2018-05-08","EMP983045",1,"Active","2025-02-11T03:19:05.561Z",335,182162
"USR000161","Ramesh Shah","ramesh.shah@company.com","IT","Executive","2018-03-17","EMP055629",1,"Active","2025-02-11T11:07:24.216Z",415,827384
"USR000162","Anita Malhotra","anita.malhotra@company.com","Operations","Executive","2015-10-13","EMP594620",2,"Active","2025-02-18T15:29:56.188Z",535,950504
"USR000163","Vihaan Kumar","vihaan.kumar@company.com","Production","Executive","2017-01-16","EMP486225",2,"Inactive","2025-02-11T00:27:51.448Z",879,609513
"USR000164","Sunita Patel","sunita.patel@company.com","Procurement","Executive","2017-05-26","EMP253764",4,"Active","2025-02-14T08:40:36.010Z",673,820656
"USR000165","Advait Bansal","advait.bansal@company.com","Marketing","Executive","2022-12-25","EMP339906",1,"Active","2025-02-14T11:17:11.421Z",808,460711
"USR000166","Diya Bansal","diya.bansal@company.com","Operations","Executive","2025-01-24","EMP985924",3,"Inactive","2025-02-18T02:43:31.733Z",813,385853
"USR000167","Anita Joshi","anita.joshi@company.com","Production","Executive","2019-05-18","EMP602654",3,"Active","2025-02-14T15:40:08.907Z",65,137091
"USR000168","Rajesh Agarwal","rajesh.agarwal@company.com","Operations","Executive","2018-10-10","EMP462105",2,"Active","2025-02-10T01:59:19.459Z",871,450563
"USR000169","Mukesh Agarwal","mukesh.agarwal@company.com","Production","Executive","2017-11-09","EMP577549",2,"Active","2025-02-16T08:05:27.656Z",448,744373
"USR000170","Suresh Kumar","suresh.kumar@company.com","R&D","Executive","2017-10-18","EMP349520",3,"Active","2025-02-14T19:05:30.247Z",999,9031
"USR000171","Aanya Bansal","aanya.bansal@company.com","IT","Executive","2018-11-14","EMP708143",4,"Active","2025-02-18T21:29:04.408Z",85,677087
"USR000172","Ramesh Agarwal","ramesh.agarwal@company.com","Sales","Sales Executive","2021-01-24","EMP965020",1,"Inactive","2025-02-18T07:12:53.214Z",113,113926
"USR000173","Reyansh Reddy","reyansh.reddy@company.com","Sales","Sales Executive","2016-07-16","EMP001580",4,"Active","2025-02-12T21:44:17.807Z",456,726862
"USR000174","Aanya Singh","aanya.singh@company.com","Sales","Sales Executive","2021-04-26","EMP277558",3,"Inactive","2025-02-11T10:46:40.782Z",117,569905
"USR000175","Ishita Verma","ishita.verma@company.com","R&D","Executive","2020-12-15","EMP715077",4,"Active","2025-02-16T01:09:05.069Z",999,844237
"USR000176","Aarav Kapoor","aarav.kapoor@company.com","HR","Recruiter","2023-01-30","EMP938610",2,"Active","2025-02-14T17:13:15.934Z",324,618240
"USR000177","Rajesh Reddy","rajesh.reddy@company.com","HR","HR Manager","2016-07-03","EMP271165",3,"Active","2025-02-12T19:43:46.920Z",946,397856
"USR000178","Rajesh Bansal","rajesh.bansal@company.com","Operations","Executive","2015-08-31","EMP092591",1,"Active","2025-02-13T08:57:09.035Z",502,213714
"USR000179","Aanya Sharma","aanya.sharma@company.com","Operations","Executive","2015-11-09","EMP394651",2,"Active","2025-02-15T19:46:15.647Z",420,117664
"USR000180","Aarav Agarwal","aarav.agarwal@company.com","Finance","Financial Analyst","2016-10-10","EMP837361",2,"Active","2025-02-19T12:25:06.607Z",456,616292
"USR000181","Ramesh Kapoor","ramesh.kapoor@company.com","Operations","Executive","2022-07-05","EMP041056",4,"Active","2025-02-10T02:22:39.206Z",776,249659
